ID,COUNTRY_NAME,ISO2,SITE_NAME,LATITUDE,LONGITUDE,VECTOR_SPECIES_COMPLEX,VECTOR_SPECIES,STAGE,YEAR_START,MONTH_START,YEAR_END,MONTH_END,SAMPLING_METHOD,MOSQUITO_NUMBER,BREEDING_HABITAT,ID_METHOD,CITATION,CITATION_URL,DATA_CURATOR,INVASIVE_STATUS
1,MM,MM,Yesitkan village,17.380000,96.037000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
2,MM,MM,Leinmawchan village,17.350000,96.041000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
3,MM,MM,Seikkyi village,16.901000,94.664000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
4,MM,MM,Chaungthar Town,16.949000,94.453000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
5,MM,MM,Hinthada Town,17.644000,95.472000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
6,MM,MM,Botegone village,22.212000,96.129000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
7,MM,MM,Zeephyupin,22.213000,96.105000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
8,MM,MM,North Mandalay,22.013000,96.103000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
9,MM,MM,Shwesaryan,22.103000,96.159000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
10,MM,MM,Sargalein village,21.898000,96.057000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
11,MM,MM,Nyaungnibin,21.898000,96.057000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
12,MM,MM,Nweyone village,22.586000,95.996000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
13,MM,MM,Shwepyi village,22.586000,95.996000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
14,MM,MM,Sezone village,21.734000,96.116000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
15,MM,MM,Aungpintha,20.879000,95.815000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
16,MM,MM,Lunkyaw village,21.642000,96.148000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
17,MM,MM,Legwa village,20.835000,95.216000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
18,MM,MM,Semikan village,21.309000,95.444000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
19,MM,MM,Tagaung village,22.864000,95.996000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
20,MM,MM,Shwenyaungbin,22.917000,96.283000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
21,MM,MM,Wetwun village,22.084000,96.601000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
22,MM,MM,Moeswe village,19.706000,96.237000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
23,MM,MM,Aungthukha,19.706000,96.237000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
24,MM,MM,Foothill area,22.188000,96.751000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
25,MM,MM,Indaingtha village,20.933300,96.199000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
26,MM,MM,Kinywa-indaing,20.435000,96.316000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
27,MM,MM,Chinsu village,19.651000,96.152000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
28,MM,MM,Khamaya (368),23.649000,94.399000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
29,MM,MM,Boke-kann,24.214000,94.312000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
30,MM,MM,Monywa Town,22.109000,95.138000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
31,MM,MM,Bonchaung village,24.050000,95.983300,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
32,MM,MM,Nabar village,24.211000,96.144000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
33,MM,MM,Katha Town,24.209000,96.436000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
34,MM,MM,Shwebo Town,22.566700,95.699000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
35,MM,MM,Ywathitgyi village,20.417000,94.732000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
36,MM,MM,Mingyan village,20.916700,94.433300,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
37,MM,MM,Yinkekaung,21.202000,94.146000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
38,MM,MM,Khaungtone,22.167000,94.168000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
39,MM,MM,Kamontaung,20.007000,95.540000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
40,MM,MM,Khinkaung,20.355000,95.372000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
41,MM,MM,Yeayetaing,20.223000,95.465000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
42,MM,MM,Tegyigone,20.166000,94.933000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
43,MM,MM,Zitaw village,21.684000,95.166000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
44,MM,MM,Mogaung,19.418000,95.232000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
45,MM,MM,Ywathit village,19.350000,95.126000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
46,MM,MM,Gyopin village,19.045000,95.071000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
47,MM,MM,Thanatwa,20.319000,94.583000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
48,MM,MM,Minbu Town,20.175000,94.880000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
49,MM,MM,Linzin village,20.561000,94.663000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
50,MM,MM,Sedoktaya Town,20.451000,94.250000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
51,MM,MM,Padan village,20.083300,94.315000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
52,MM,MM,Taungpyo Town,21.178000,92.196000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
53,MM,MM,10th miles,20.817000,92.367000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
54,MM,MM,Minbya Town,20.366700,93.266700,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
55,MM,MM,Loilem Town,20.584000,97.415000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
56,MM,MM,Kengtung Town,21.290000,99.609000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
57,MM,MM,Nanpandit village,20.751000,96.482000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
58,MM,MM,Yebu village,20.806000,97.040000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
59,MM,MM,Mawphaung,25.319000,97.281000,An. stephensi,NR,ADULTS STAGE,1998,MAY,2000,MARCH,"man biting indoors, man biting outdoors, animal baited net trap, house resting inside",NR,NR,morphology,"Ool, T.T., Storch, V. and Becker, N. (2004).  Review of the anopheline mosquitoes of Myanmar. Journal of Vector Ecology, 29(1):21-40",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
